"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"9jlrw7t1n345vkx","MGI:1917770","Glipr2","C57BL","Early adult","IMPC_GEL_063_001","0.938633","Delayed embryonic development"
"9k078d4qi1603yx","MGI:103559","Sox18","C57BL","Early adult","IMPC_HEM_007_001","0.3750087","Mean cell hemoglobin concentration"
"9k2zsayh984wd6x","MGI:2442792","Cdh7","C57BL","Early adult","IMPC_CBC_025_001","0.4535608","LDL-cholesterol"
"9k3y94ul887295x","MGI:104516","Slc23a3","C57BL","Early adult","ESLIM_021_001_002","0.5712563","Total cholesterol"
"9k44114ja540k3x","MGI:98960","Wnt6","C57BL","E15.5","ESLIM_015_001_002","0.2148721","Urea"
"9k735c0xz78d02x","MGI:1925835","Jade1","C57BL","Early adult","IMPC_CSD_037_001","0.4279869","Unexpected behaviors"
"9kg8792r7g9b7xx","MGI:104708","Cct3","C57BL","E9.5","IMPC_CSD_026_001","0.2771389","Head morphology"
"9lybojo7x8zzjsx","MGI:2140361","Slc35d1","C57BL","Early adult","MGP_MLN_003_001","0.9571417","Total CD4+ T cells - % of ab T cells"
"9m505l4629zv09x","MGI:1201673","Shox2","C57BL","E9.5","ESLIM_016_001_007","0.3487178","Mean cell haemoglobin concentration"
"9mk5z19126pn2tx","MGI:1915643","Mogat1","C57BL","Early adult","MGP_IMM_073_001","0.4389341","Effector CD4+ T helper cells - % of CD45+"
"9mmwf6558ni3a3x","MGI:87853","a","C57BL","Early adult","HMGULA_DYS_014_001","0.7797918","Coat - hair texture / appearance - back"
"9ms3r9zgg2r07ix","MGI:1914454","Eif2s2","C57BL","E9.5","MGP_IMM_108_001","0.3936664","Marginal zone B cells - % of CD45+"
"9mw19d85qzmdckx","MGI:97565","Pgm1","C57BL","E9.5","IMPC_XRY_022_001","0.6227505","Radius"
"9n82mai9pa4cs0x","MGI:102519","Cst3","C57BL","E15.5","M-G-P_009_001_003","0.4919945","Body weight"
"9nze6q50pzvi02x","MGI:109424","Abca4","C57BL","Early adult","ESLIM_008_001_012","0.5939573","Tail elevation"
"9o57q7oe225x4ax","MGI:1919300","Poglut2","C57BL","Early adult","IMPC_IMM_014_002","0.2792485","Treg cells - % of live leukocytes (Panel A)"
"9osbnln2hmda49x","MGI:2684896","Maneal","C57BL","Early adult","HMGULA_DYS_016_001","0.2797706","Coat - hair texture / appearance - abdomen"
"9ouhpd9917r2jlx","MGI:97565","Pgm1","C57BL","E12.5","IMPC_ACS_036_001","0.4997184","% Pre-pulse inhibition - PPI4"
"9p1vq08c47y9cqx","MGI:95975","Ifi44l","C57BL","Early adult","IMPC_IMM_040_002","0.4734138","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"9p5v38p1r3056xx","MGI:1891410","Pacsin3","C57BL","Early adult","MGP_IMM_126_001","0.9549177","Total DC - % of CD45+"
"9p653dshq152k8x","MGI:1919369","Tpx2","C57BL","E9.5","IMPC_EYE_025_001","0.7955832","Retinal Blood Vessels Structure"
"9pa81nbl84t8odx","MGI:1913423","Ccdc107","C57BL","Early adult","IMPC_ECH_013_001","0.1469094","HR"
"9pg785inan795hx","MGI:1927241","Wdr12","C57BL","Early adult","IMPC_CBC_008_001","0.5657533","Total bilirubin"
"9pm530005thq3ux","MGI:1916987","Ttl","C57BL","Early adult","IMPC_CSD_006_001","0.2138406","Coat - color - head"
"9pnwi899f61810x","MGI:1927753","Inpp5e","C57BL","Early adult","UCD_OWT_004_001","0.4234575","Left kidney"
"9pp0itzkhura95x","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_CSD_040_002","0.8614981","Forepaw - size"
"9q2xu06hm656t5x","MGI:88525","Cryge","C57BL","Early adult","IMPC_XRY_006_001","0.06064643","Scapulae"
"9q3wt51y4477gqx","MGI:1921607","Efhd1","C57BL","Early adult","CCP_XRY_062_001","0.5889151","Polysyndactylism"
"9q487717180z1ex","MGI:1915247","Ddx59","C57BL","Early adult","IMPC_EYE_087_001","0.7584747","Right vitreous humor thickness"
"9q54tk6513662qx","MGI:2441837","Adgrb3","C57BL","E18.5","CCP_XRY_020_001","0.6810289","Processes on vertebrae"
"9q6o25s3h6qzamx","MGI:104294","Tyro3","C57BL","Early adult","JAX_OFD_050_001","0.9556567","Percentage center movement time"
"9q9cb3i894gf83x","MGI:97565","Pgm1","C57BL","Early adult","MGP_IMM_005_001","0.5256023","CD4+ T helper cells - % of CD4+"
"9qbuf0ck463ng5x","MGI:1201673","Shox2","C57BL","Early adult","IMPC_GRS_008_001","0.3194336","Forelimb grip strength measurement mean"
"9qd022p684o907x","MGI:1927241","Wdr12","C57BL","E9.5","IMPC_CBC_024_001","0.5053362","UIBC (unsaturated iron binding capacity)"
"9qh0qoac79hh1ix","MGI:2135283","Igsf9","C57BL","Early adult","UCDLA_CSD_011_001","0.1596781","Coat - hair distribution - back"
"9quu52yp9awgypx","MGI:106925","Cldn11","C57BL","Late adult","IMPC_GRS_009_001","0.1873147","Forelimb and hindlimb grip strength measurement mean"
"9r42wu0b0782scx","MGI:1346342","Clca1","C57BL","Early adult","IMPC_GEO_017_002","0.1037461","Facial Cleft"
"9r63352zyivdh5x","MGI:1924933","Ehmt1","C57BL","Early adult","IMPC_CBC_013_001","0.2561983","Alanine aminotransferase"
"9r646801605d51x","MGI:1915862","Ube2c","C57BL","E18.5","IMPC_HEM_030_001","0.1873392","Neutrophil cell count"
"9rq61n363623d0x","MGI:2677271","Slc24a5","C57BL","Early adult","CCP_XRY_004_001","0.2837183","Mandibles"
"9rrbha76848g2xx","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_CBC_023_001","0.9868403","Alpha-amylase"
"9s8e00gmqm69m2x","MGI:98960","Wnt6","C57BL","Early adult","MGP_IMM_086_001","0.4499973","CD5+ gd T cells - % of CD45+"
"9soj5pht8jr883x","MGI:97565","Pgm1","C57BL","E12.5","IMPC_XRY_021_001","0.9978031","Humerus"
"9srw1iukm4g53ix","MGI:1201673","Shox2","C57BL","E9.5","JAX_OFD_007_001","0.09101652","Whole arena resting time"
"9t725vks2670wix","MGI:1923381","Depdc1a","C57BL","Early adult","IMPC_ECG_010_001","0.2686627","HRV"
"9tko6p2bz10okrx","MGI:1925835","Jade1","C57BL","Early adult","M-G-P_016_001_006","0.9055467","Mean-corpuscular-haemoglobin"
"9v149z833ld76rx","MGI:1096385","Bcan","C57BL","Late adult","IMPC_ECG_010_001","0.3625532","HRV"
"9v3424l63m7fjqx","MGI:1919471","Cimip1","C57BL","Early adult","IMPC_CSD_030_001","0.7822392","Tremor"
"9v6li61dc5808dx","MGI:1913746","Ppdpf","C57BL","Early adult","IMPC_GEO_064_001","0.1899492","Edema"
"9vk9ec0h02t390x","MGI:97803","Ptma","C57BL","Early adult","IMPC_EYE_069_001","0.1046951","Left inner nuclear layer"
"9vm8ih9do52a7vx","MGI:1920484","Snorc","C57BL","Early adult","IMPC_EYE_023_001","0.5503911","Optic Disc"
"9w0mr466pka587x","MGI:96429","Ifi204","C57BL","Early adult","IMPC_CBC_004_001","0.850215","Urea (Blood Urea Nitrogen - BUN)"
"9w0u10x3o01465x","MGI:1919084","Zbtb43","C57BL","Early adult","IMPC_FEA_106_001","0.2779187","Difference in Cue Tone and Cue Baseline % Freezing"
"9w18wyh4uh1m77x","MGI:1914454","Eif2s2","C57BL","E9.5","IMPC_EYE_088_001","0.1300935","Left vitreous humour thickness"
"9w3cgrt4imak79x","MGI:2676312","Abca12","C57BL","E18.5","UCDLA_CSD_011_001","0.6933496","Coat - hair distribution - back"
"9wd5i775mor1k1x","MGI:1923676","Fam209","C57BL","Early adult","UCDLA_HEM_002_001","0.2779339","Red blood cell count"
"9x54404w45b055x","MGI:2150016","Spred1","C57BL","Early adult","M-G-P_012_001_005","0.5658096","Body Weight"
"9xl831389o82f2x","MGI:1309469","Casq2","C57BL","E12.5","IMPC_CBC_018_001","0.4209414","Glucose"
"9y05tj3a56k396x","MGI:1096385","Bcan","C57BL","Early adult","ESLIM_016_001_005","0.4263356","Mean cell volume"
"9z1kwio3zungpgx","MGI:1860511","Heyl","C57BL","Early adult","JAX_LDT_008_001","0.2783024","Percent time in dark"
"9zxe025sls6950x","MGI:98386","Sptan1","C57BL","Early adult","IMPC_DXA_006_001","3.517453e-07","Body length"
"9zy70n59qe96t7x","MGI:103559","Sox18","C57BL","Early adult","IMPC_DXA_003_001","0.8201089","Lean mass"
"9zyn0m1tw276kax","MGI:1916987","Ttl","C57BL","E12.5","IMPC_GEM_069_001","0.3098779","Hindbrain morphology"
"a000b75z232v30x","MGI:1924265","Mpped2","C57BL","Early adult","JAX_OFD_013_001","0.9522021","Periphery average speed"
"a08j4d9x76bw65x","MGI:102519","Cst3","C57BL","E12.5","MGP_PBI_005_001","0.6455835","Gamma delta T cell percentage"
"a096758nbfqpslx","MGI:1919369","Tpx2","C57BL","E9.5","ESLIM_008_001_012","0.9620041","Tail elevation"
"a0k653x46rinddx","MGI:2150016","Spred1","C57BL","Early adult","IMPC_XRY_057_001","0.2454837","Kyphosis"
"a15msum543rn85x","MGI:2444508","Fitm2","C57BL","Early adult","IMPC_XRY_015_001","0.8817534","Number of lumbar vertebrae"
"a1pclt954fav24x","MGI:1350926","Etv3","C57BL","Early adult","MGP_IMM_011_001","0.8876962","Resting Treg cells - % of Treg"
"a1z7rccvnejhcex","MGI:1922776","Eppin","C57BL","Middle aged adult","IMPC_CBC_018_001","0.8671637","Glucose"
"a2042f151dlr9lx","MGI:2681832","Cspp1","C57BL","Early adult","JAX_LDT_003_001","0.1767348","Time mobile light side"
"a2916h3lm784cfx","MGI:2384297","Map7d1","C57BL","E9.5","IMPC_EYE_056_001","0.19984","Mean left eye lens density"
"a2vg6vy2604p53x","MGI:2443100","Bend7","C57BL","Early adult","IMPC_EYE_026_001","0.6356998","Retinal Blood Vessels Pattern"
"a2y68faa691uc8x","MGI:2677271","Slc24a5","C57BL","Early adult","MGP_PBI_015_001","0.4463533","IgD+ mature B cell percentage"
"a2zz7k6d936w45x","MGI:1915247","Ddx59","C57BL","E9.5","IMPC_OFD_010_001","0.2635664","Periphery distance travelled"
"a3s54fu93z2293x","MGI:1919471","Cimip1","C57BL","Early adult","JAX_LDT_004_001","0.3282402","Dark side time spent"
"a457782j5s7yzvx","MGI:1913746","Ppdpf","C57BL","Early adult","JAX_LDT_008_001","0.5911745","Percent time in dark"
"a4y2q6e131635ix","MGI:1915282","Emc4","C57BL","Early adult","ESLIM_015_001_002","0.1094951","Urea"
"a542323vg14z53x","MGI:106925","Cldn11","C57BL","Late adult","IMPC_CSD_032_001","0.1005177","Locomotor activity"
"a55p90fqotm74mx","MGI:95777","Gnas","129SV","Early adult","CCP_LDT_008_001","0.1973763","Percent time in light"
"a5ffxe5d47o0cgx","MGI:2442704","Frrs1l","C57BL","Early adult","MGP_IMM_010_001","0.4182511","Effector Treg cells - % of Treg"
"a5hu8u99r5c7zcx","MGI:97565","Pgm1","C56BL","E9.5","IMPC_CBC_024_001","0.4712398","UIBC (unsaturated iron binding capacity)"
"a66fnr7m86ltc9x","MGI:1913761","Chtop","C57BL","Early adult","IMPC_EYE_088_001","0.1414093","Left vitreous humour thickness"
"a6nwe3223o3695x","MGI:1916413","Mrpl44","C57BL","E9.5","IMPC_XRY_022_001","0.08120425","Radius"
"a6s4v5ywp260z6x","MGI:98960","Wnt6","C57BL","E12.5","MGP_PBI_009_001","0.09066397","CD4+ CD44+ CD62L- alpha beta effector T cell percentage"
"a6vo0010009r27x","MGI:98397","Src","129SV","Early adult","IMPC_CSD_024_001","0.9378766","Vibrissae - appearance"
"a786hw016t017kx","MGI:2677271","Slc24a5","C57BL","Early adult","M-G-P_026_001_003","0.1958679","Coat intact"
"a7n35w8idcc46ux","MGI:106637","Slc30a2","C57BL","E9.5","MGP_CSD_027_001","0.2546835","Ventral coat/hair colour pattern"
"a8o5d9623ky430x","MGI:2140361","Slc35d1","C57BL","Early adult","UCDLA_EYE_083_001","0.1919946","Vitreous"
"a8to24bxk50im9x","MGI:97565","Pgm1","C57BL","Early adult","IMPC_GEP_022_001","0.1894312","Embryo Size"
"a98y5x168ki7b2x","MGI:1922387","Rprd2","C57BL","E12.5","IMPC_GEL_058_001","0.8611269","Heart morphology"
"aaf71vt1584lvhx","MGI:87867","ACADM","C57BL","Early adult","UCD_OWT_003_001","0.9407089","Spleen weight"
"ac771pqwpd8ti1x","MGI:1859866","Cdc20","C57BL","Early adult","IMPC_CSD_078_001","0.814428","Vocalization"
"ad50a073fnk65xx","MGI:97803","Ptma","C57BL","Early adult","MGP_IMM_019_001","0.4771839","CD5+ gd T cells - % of gd T cells"
"aff00viff088t2x","MGI:1919163","Tmem79","C57BL","Early adult","JAX_OFD_009_001","0.9415836","Whole arena average speed"
"afojq8191xa2lnx","MGI:1921520","Usp20","C57BL","Early adult","IMPC_ECG_014_001","0.4543678","rMSSD"
"aga4tph0d76r62x","MGI:1922387","Rprd2","C57BL","Early adult","IMPC_XRY_021_001","0.4538063","Humerus"
"ai3899k34x46c2x","MGI:2443564","Ambra1","C57BL","E9.5","UCD_OWT_004_001","0.8439957","Left kidney"
"aj2o08398v79w5x","MGI:106925","Cldn11","C57BL","Early adult","IMPC_CSD_079_001","0.1541644","Aggression"
"al0482onz37ujrx","MGI:1919471","Cimip1","C57BL","Early adult","MGP_MLN_003_001","0.383024","Total CD4+ T cells - % of ab T cells"
"al5i7o2yuythakx","MGI:1913692","Spc25","C57BL","E9.5","MGP_IMM_128_001","0.8089532","Conventional DC (cDC) - % of CD45+"
"al8o6p8191i66hx","MGI:1916732","Nup35","C57BL","Early adult","IMPC_EYE_092_001","0.5423048","Retina (combined)"
"alrf6bq1jhu92fx","MGI:96429","Ifi204","C57BL","Early adult","MGP_IMM_011_001","0.6680084","Resting Treg cells - % of Treg"
"an0a96rzuwnla5x","MGI:1889549","Txnip","C57BL","Early adult","MGP_IMM_086_001","0.2808423","CD5+ gd T cells - % of CD45+"
"an6bdgr0088tp4x","MGI:2138198","D630023F18Rik","C57BL","Early adult","ESLIM_011_001_002","0.4266925","PP1 startle magnitude"
"anqfzx9532e23ex","MGI:3611233","Tox2","C57BL","Early adult","IMPC_GEP_011_002","0.2716959","Hemorrhage"
"ao25n5bcl8f08qx","MGI:1337072","Ier5","C57BL","Early adult","IMPC_ABR_006_001","0.3575035","12kHz-evoked ABR Threshold"
"ao9152zoy9n05gx","MGI:1924232","Vxn","C57BL","Early adult","MGP_PBI_005_001","0.9839847","Gamma delta T cell percentage"
"ao947i1gnru648x","MGI:1923073","Fam227b","C57BL","Early adult","JAX_OFD_009_001","0.3980383","Whole arena average speed"
"ap6axq27od071ix","MGI:1278321","Epc2","C57BL","Early adult","IMPC_CBC_017_001","0.88159","Triglycerides"
"ap8ie54e09284ex","MGI:108429","Lpar1","C57BL","E18.5","MGP_MLN_075_001","0.9693794","Resting CD8+ T cells - % of CD45+"
"aq3i3697d7zcecx","MGI:1914199","Trim59","C57BL","E18.5","IMPC_OFD_007_001","0.05432666","Whole arena resting time"
"ar87n5k727ftd6x","MGI:1917120","Polr3gl","C57BL","Early adult","JAX_ROT_002_001","0.2171265","Average duration"
"asrk9g296089p1x","MGI:1913692","Spc25","C57BL","Early adult","IMPC_HEM_027_001","0.7319544","Red blood cell distribution width"
"au19j0j5702x96x","MGI:1922387","Rprd2","C57BL","E12.5","IMPC_CSD_030_001","0.7510274","Tremor"
"av1433o622oe23x","MGI:87879","Aco1","C57BL","Early adult","MGP_CSD_008_001","0.1605278","Startle response"
"avq2vo21h506m3x","MGI:104516","Slc23a3","C57BL","Early adult","ESLIM_005_001_005","0.340439","Bone Mineral Content"
"ax9ebpdfrrj3m1x","MGI:1917120","Polr3gl","C57BL","Early adult","IMPC_EYE_064_001","0.286875","Right outer nuclear layer"
"b00296ov6h4837x","MGI:1859866","Cdc20","C57BL","E9.5","MGP_IMM_019_001","0.3270689","CD5+ gd T cells - % of gd T cells"
"b03487pyz04iqmx","MGI:1859866","Cdc20","C57BL","E12.5","JAX_LDT_004_001","0.1380788","Dark side time spent"
"b076h5us8lwx54x","MGI:1914454","Eif2s2","C57BL","Early adult","ESLIM_021_001_002","0.1820409","Total cholesterol"
"b086m9ocf3sanvx","MGI:2684789","Lrsam1","C57BL","Early adult","KMPCLA_GRS_011_001","0.5806227","Forelimb and hindlimb grip strength normalised against body weight"
"b0h8qj36eyf90ax","MGI:1350930","Srp9","C57BL","E9.5","JAX_LDT_002_001","0.3432926","Light side time spent"
"b0s191f6skdn07x","MGI:3041190","Skint7","C57BL","Early adult","IMPC_HEM_032_001","0.975332","Lymphocyte cell count"
"b11id1r1tyx0egx","MGI:2444631","Bltp1","C57BL","E15.5","UCDLA_HEM_002_001","0.6644202","Red blood cell count"
"b130y6q127306fx","MGI:106637","Slc30a2","C57BL","Early adult","IMPC_XRY_060_001","0.5361094","Transitional vertebrae"
"b1m992g3iqn30ex","MGI:1924256","Ddrgk1","C57BL","Early adult","IMPC_CBC_004_001","0.718214","Urea (Blood Urea Nitrogen - BUN)"
"b1o910e00hf9j6x","MGI:104793","Runx1t1","C57BL","Early adult","IMPC_DXA_007_001","0.9837337","BMC/Body weight"
"b1s69622az4715x","MGI:1922946","Prpf6","C57BL","Early adult","IMPC_EYE_063_001","0.2957164","Right inner nuclear layer"
"b20u2926kd93mox","MGI:1351315","ELOA","C57BL","Early adult","MGP_PBI_015_001","0.8227463","IgD+ mature B cell percentage"
"b23h56a61qlyf7x","MGI:1201673","Shox2","C57BL","E9.5","IMPC_GEM_070_001","0.09296419","Midbrain morphology"
"b278d473em0040x","MGI:1920199","Ccnt2","C57BL","E12.5","MGP_IMM_013_001","0.9081826","Total CD8+ T cells - % of ab T cells"
"b2z384ea32lnmfx","MGI:1918316","Hsfy2","C57BL","Early adult","IMPC_HEM_019_001","0.6409922","Mean platelet volume"
"b337onomro8ejtx","MGI:1924265","Mpped2","C57BL","Early adult","IMPC_CSD_013_001","0.4244821","Coat - hair distribution - abdomen"
"b35jft8880d607x","MGI:107363","Stxbp1","C57BL","Early adult","JAX_OFD_020_001","1.008946e-05","Distance travelled - total"
"b3iuagz6ou430gx","MGI:3590554","Firrm","C57BL","Early adult","ESLIM_008_001_016","0.6782254","Trunk curl"
"b3yiv0c850u496x","MGI:1350926","Etv3","C57BL","Early adult","IMPC_GEL_027_001","0.3587584","Neural tube closure"
"b415z5zfn2mn35x","MGI:101770","Bfsp1","C57BL","Early adult","M-G-P_012_001_005","0.5126926","Body Weight"
"b44m91jx638jh6x","MGI:2140361","SLC35D1","C57BL","E18.5","IMPC_GEP_034_001","0.8133983","Skin Appearance"
"b45394f35w02kpx","MGI:2444508","Fitm2","C57BL","E12.5","IMPC_XRY_057_001","0.7978932","Kyphosis"
"b4930263995j19x","MGI:2384297","Map7d1","C50BL","E18.5","IMPC_CSD_028_001","0.5133218","Snout size"
"b558a8d53g9it3x","MGI:1919471","Cimip1","C57BL","Early adult","IMPC_GEO_017_002","0.8969664","Facial Cleft"
"b5t6mu32c9q376x","MGI:3590554","Firrm","C57BL","Early adult","IMPC_CSD_029_001","0.9764855","Activity (body position)"
"b60c2xi7q9uwyfx","MGI:2384297","Map7d1","C57BL","Early adult","IMPC_CSD_056_001","0.2884904","Skin color - whole body"
"b62414qj7e6636x","MGI:1916428","Snx5","129SV","Early adult","IMPC_FEA_105_001","0.583819","Difference in Context and Conditioning Baseline % Freezing"
"b64793925by0n0x","MGI:87879","Aco1","C57BL","Early adult","IMPC_HEM_006_001","0.6760953","Mean corpuscular hemoglobin"
"b6kdd830p99u9kx","MGI:1096385","Bcan","C57BL","Middle aged adult","MGP_MLN_114_001","0.5134202","Total DC - % of CD45+"
"b80k33emky20j1x","MGI:101813","Coq3","C57BL","E9.5","M-G-P_016_001_006","0.9933515","Mean-corpuscular-haemoglobin"
"b834l56u544vqcx","MGI:2679420","Pak6","C57BL","Early adult","M-G-P_025_001_001","0.1918045","Glucose"
"b83gt29b3zmt1cx","MGI:2135283","Igsf9","C57BL","Early adult","MGP_PBI_009_001","0.6899086","CD4+ CD44+ CD62L- alpha beta effector T cell percentage"
"b857gxxvjb3354x","MGI:97898","Ren1","C57BL","Early adult","IMPC_CBC_008_001","0.7937693","Total bilirubin"
"b8j97a94to8zo7x","MGI:1350926","Etv3","C57BL","Early adult","IMPC_GEM_007_001","0.9740443","Pericardium Morphology"
"b8lye4193v1107x","MGI:1921607","Efhd1","C57BL","Early adult","M-G-P_026_001_010","0.8585409","Mouth morphology"
"b8q843lkv3rv2mx","MGI:106925","Cldn11","C57BL","Late adult","IMPC_EYE_092_002","0.5301775","Retina (combined)"
"b9g13xat5e0d26x","MGI:1916022","Smpdl3b","C57BL","Early adult","M-G-P_012_001_005","0.6116751","Body Weight"
"b9qj0t6yuhukk3x","MGI:1927241","Wdr12","C57BL","Early adult","ESLIM_020_001_002","0.42989","Heart weight"
"bd33o73cc61as8x","MGI:2138198","D630023F18Rik","C57BL","Early adult","IMPC_CBC_002_001","0.8728083","Potassium"
"bfe5288nqg5504x","MGI:1353665","Usp21","C57BL","Early adult","IMPC_CSD_078_001","0.8406322","Vocalization"
"bfg9h196kx5c9tx","MGI:1916022","Smpdl3b","C57BL","Early adult","M-G-P_016_001_006","0.4497803","Mean-corpuscular-haemoglobin"
"bg28q0tqctd4ihx","MGI:101813","Coq3","C57BL","Early adult","HRWL_OWT_001_001","0.2590509","Spleen weight"
"bh12l38ib87579x","MGI:1922776","Eppin","C57BL","Middle aged adult","IMPC_GEP_011_002","0.3056355","Hemorrhage"
"bh5m7p3038ss29x","MGI:1923381","Depdc1a","C57BL","Early adult","CCP_XRY_020_001","0.08369815","Processes on vertebrae"
"bh7921ydytb5t8x","MGI:108429","Lpar1","C57BL","Early adult","IMPC_FEA_003_001","0.956249","Conditioning Baseline % Freezing Time"
"bi585l5t5q1bsbx","MGI:1919471","Cimip1","C57BL","Early adult","ESLIM_011_001_005","0.8154569","PP4 startle magnitude"
"bi6byk31ssoq8ax","MGI:2151053","Serpinb7","C57BL","Early adult","MGP_IMM_093_001","0.05356449","Resting CD4- NKT cells - % of CD45+"
"bijb5792p8s59kx","MGI:1309469","Casq2","C57BL","Early adult","M-G-P_009_001_003","0.9626628","Body weight"
"bk6y3em10684hhx","MGI:1339755","Csf3r","C57BL","Early adult","MGP_IMM_108_001","0.3800203","Marginal zone B cells - % of CD45+"
"bl1knxd63x3v98x","MGI:3590554","Firrm","C57BL","Early adult","IMPC_XRY_019_001","0.7555502","Fusion of vertebrae"
"bm40x066m1238ex","MGI:1919471","Cimip1","C57BL","Early adult","IMPC_XRY_060_001","0.4424486","Transitional vertebrae"
"bm5ginap8vr4fnx","MGI:1339968","Cth","C57BL","Early adult","ESLIM_020_001_002","0.9015337","Heart weight"
"bmx8kqq19e6pbqx","MGI:2387617","Obp2a","C57BL","Early adult","JAX_LDT_008_001","0.6023","Percent time in dark"
"bnbk769ki61699x","MGI:1921520","Usp20","C51BL","Early adult","IMPC_IPG_011_001","0.4948709","Initial response to glucose challenge"
"bndxy1e2l5d2f3x","MGI:98960","Wnt6","C57BL","E15.5","MGP_MLN_011_001","0.7669607","KLRG1+ Treg cells - % of Treg"
"bp851n6ql68v72x","MGI:1353665","USP21","C57BL","Early adult","UCD_OWT_004_001","0.6146213","Left kidney"
"bpt0b13p163475x","MGI:97383","Ntrk1","C57BL","Early adult","CCP_LFO_001_001","0.3563084","Weight"
"bsv851obo4818ix","MGI:1913882","Dph6","C57BL","Early adult","UCD_OWT_005_001","0.9516003","Right kidney"
"bsz6an07cy3665x","MGI:1096385","Bcan","C57BL","Late adult","JAX_OFD_009_001","0.4356258","Whole arena average speed"
"bt821ep734e718x","MGI:1914454","Eif2s2","C57BL","Early adult","IMPC_XRY_033_001","0.4747808","Tibia length"
"bt9k8638hb6be2x","MGI:107171","Ppp3r2","C57BL","Early adult","IMPC_EYE_012_001","0.6184071","Pupil Shape"
"bu4932og079p55x","MGI:1914454","Eif2s2","C57BL","E9.5","IMPC_XRY_015_001","0.1370153","Number of lumbar vertebrae"
