parameter_mapping,parameter_name,parameter_description,parameter_id,description
4242,42565,Pale yolk sac,IMPC_GEL_017_002,"Pale yolk sac pale_yolk_sac, "
4243,42566,Pallor,IMPC_GEL_036_002,"Pallor pallor, "
4244,42567,Blebs,IMPC_GEL_037_002,"Blebs blebs, "
4245,42568,Severely Dysmorphic,IMPC_GEL_055_001,"Severely Dysmorphic NA, "
4246,42569,Edema,IMPC_GEL_056_001,"Edema NA, "
4247,42570,Heart looping,IMPC_GEL_057_001,"Heart looping NA, "
4248,42571,Heart morphology,IMPC_GEL_058_001,"Heart morphology NA, "
4249,42572,Hemorrhage,IMPC_GEL_059_001,"Hemorrhage NA, "
4250,42573,Neural tube morphology,IMPC_GEL_060_001,"Neural tube morphology NA, "
4251,42574,Optic vesicle morphology,IMPC_GEL_061_001,"Optic vesicle morphology NA, "
4252,42575,CRL,IMPC_GEL_062_001,"CRL NA, "
4253,42576,Delayed embryonic development,IMPC_GEL_063_001,"Delayed embryonic development NA, "
4254,42577,Somite Morphology,IMPC_GEL_064_001,"Somite Morphology NA, "
4255,42578,Left-right axis patterning,IMPC_GEL_065_001,"Left-right axis patterning NA, "
4256,42579,Vascular morphology,IMPC_GEL_066_001,"Vascular morphology NA, "
4257,23608,Brain - MPATH diagnostic term,IMPC_HIS_001_001,"Brain - MPATH diagnostic term , "
4258,23609,Brain - Free text diagnostic term,IMPC_HIS_002_001,"Brain - Free text diagnostic term , "
4259,23610,Brain - MPATH process term,IMPC_HIS_003_001,"Brain - MPATH process term NA, "
4260,23611,Brain - Severity score,IMPC_HIS_004_001,"Brain - Severity score NA, "
4261,23612,Brain - Descriptor PATO,IMPC_HIS_005_001,"Brain - Descriptor PATO NA, "
4262,23613,Brain - Description,IMPC_HIS_006_001,"Brain - Description NA, "
4263,23614,Eye with optic nerve - MPATH diagnostic term,IMPC_HIS_007_001,"Eye with optic nerve - MPATH diagnostic term NA, "
4264,23615,Eye with optic nerve - Free text diagnostic term,IMPC_HIS_008_001,"Eye with optic nerve - Free text diagnostic term NA, "
4265,23616,Eye with optic nerve - MPATH process term,IMPC_HIS_009_001,"Eye with optic nerve - MPATH process term NA, "
4266,23617,Eye with optic nerve - Severity score,IMPC_HIS_010_001,"Eye with optic nerve - Severity score NA, "
4267,23618,Eye with optic nerve - Descriptor PATO,IMPC_HIS_011_001,"Eye with optic nerve - Descriptor PATO NA, "
4268,23619,Eye with optic nerve - Description,IMPC_HIS_012_001,"Eye with optic nerve - Description NA, "
4269,23620,Spinal cord - MPATH diagnostic term,IMPC_HIS_013_001,"Spinal cord - MPATH diagnostic term NA, "
4270,23621,Spinal cord - Free text diagnostic term,IMPC_HIS_014_001,"Spinal cord - Free text diagnostic term NA, "
4271,23622,Spinal cord - MPATH process term,IMPC_HIS_015_001,"Spinal cord - MPATH process term NA, "
4272,23623,Spinal cord - Severity score,IMPC_HIS_016_001,"Spinal cord - Severity score NA, "
4273,23624,Spinal cord - Descriptor PATO,IMPC_HIS_017_001,"Spinal cord - Descriptor PATO NA, "
4274,23625,Spinal cord - Description,IMPC_HIS_018_001,"Spinal cord - Description NA, "
4275,23626,Thymus - MPATH diagnostic term,IMPC_HIS_019_001,"Thymus - MPATH diagnostic term NA, "
4276,23627,Thymus - Free text diagnostic term,IMPC_HIS_020_001,"Thymus - Free text diagnostic term NA, "
4277,23628,Thymus - MPATH process term,IMPC_HIS_021_001,"Thymus - MPATH process term NA, "
4278,23629,Thymus - Severity score,IMPC_HIS_022_001,"Thymus - Severity score NA, "
4279,23630,Thymus - Descriptor PATO,IMPC_HIS_023_001,"Thymus - Descriptor PATO NA, "
4280,23631,Thymus - Description,IMPC_HIS_024_001,"Thymus - Description NA, "
4281,23632,Thyroid - MPATH diagnostic term,IMPC_HIS_025_001,"Thyroid - MPATH diagnostic term NA, "
4282,23633,Thyroid - Free text diagnostic term,IMPC_HIS_026_001,"Thyroid - Free text diagnostic term NA, "
4283,23634,Thyroid - MPATH process term,IMPC_HIS_027_001,"Thyroid - MPATH process term NA, "
4284,23635,Thyroid - Severity score,IMPC_HIS_028_001,"Thyroid - Severity score NA, "
4285,23636,Thyroid - Descriptor PATO,IMPC_HIS_029_001,"Thyroid - Descriptor PATO NA, "
4286,23637,Thyroid - Description,IMPC_HIS_030_001,"Thyroid - Description NA, "
4287,23638,Heart - MPATH diagnostic term,IMPC_HIS_031_001,"Heart - MPATH diagnostic term NA, "
4288,23639,Heart - Free text diagnostic term,IMPC_HIS_032_001,"Heart - Free text diagnostic term NA, "
4289,23640,Heart - MPATH process term,IMPC_HIS_033_001,"Heart - MPATH process term NA, "
4290,23641,Heart - Severity score,IMPC_HIS_034_001,"Heart - Severity score NA, "
4291,23642,Heart - Descriptor PATO,IMPC_HIS_035_001,"Heart - Descriptor PATO NA, "
4292,23643,Heart - Description,IMPC_HIS_036_001,"Heart - Description NA, "
4293,23644,Trachea - MPATH diagnostic term,IMPC_HIS_037_001,"Trachea - MPATH diagnostic term NA, "
4294,23645,Trachea - Free text diagnostic term,IMPC_HIS_038_001,"Trachea - Free text diagnostic term NA, "
4295,23646,Trachea - MPATH process term,IMPC_HIS_039_001,"Trachea - MPATH process term NA, "
4296,23647,Trachea - Severity score,IMPC_HIS_040_001,"Trachea - Severity score NA, "
4297,23648,Trachea - Descriptor PATO,IMPC_HIS_041_001,"Trachea - Descriptor PATO NA, "
4298,23649,Trachea - Description,IMPC_HIS_042_001,"Trachea - Description NA, "
4299,23650,Esophagus - MPATH diagnostic term,IMPC_HIS_043_001,"Esophagus - MPATH diagnostic term NA, "
4300,23651,Esophagus - Free text diagnostic term,IMPC_HIS_044_001,"Esophagus - Free text diagnostic term NA, "
4301,23652,Esophagus - MPATH process term,IMPC_HIS_045_001,"Esophagus - MPATH process term NA, "
4302,23653,Esophagus - Severity score,IMPC_HIS_046_001,"Esophagus - Severity score NA, "
4303,23654,Esophagus - Descriptor PATO,IMPC_HIS_047_001,"Esophagus - Descriptor PATO NA, "
4304,23655,Esophagus - Description,IMPC_HIS_048_001,"Esophagus - Description NA, "
4305,23656,Lung - MPATH diagnostic term,IMPC_HIS_049_001,"Lung - MPATH diagnostic term NA, "
4306,23657,Lung - Free text diagnostic term,IMPC_HIS_050_001,"Lung - Free text diagnostic term NA, "
4307,23658,Lung - MPATH process term,IMPC_HIS_051_001,"Lung - MPATH process term NA, "
4308,23659,Lung - Severity score,IMPC_HIS_052_001,"Lung - Severity score NA, "
4309,23660,Lung - Descriptor PATO,IMPC_HIS_053_001,"Lung - Descriptor PATO NA, "
4310,23661,Lung - Description,IMPC_HIS_054_001,"Lung - Description NA, "
4311,23662,Liver - MPATH diagnostic term,IMPC_HIS_055_001,"Liver - MPATH diagnostic term NA, "
4312,23663,Liver - Free text diagnostic term,IMPC_HIS_056_001,"Liver - Free text diagnostic term NA, "
4313,23664,Liver - MPATH process term,IMPC_HIS_057_001,"Liver - MPATH process term NA, "
4314,23665,Liver - Severity score,IMPC_HIS_058_001,"Liver - Severity score NA, "
4315,23666,Liver - Descriptor PATO,IMPC_HIS_059_001,"Liver - Descriptor PATO NA, "
4316,23667,Liver - Description,IMPC_HIS_060_001,"Liver - Description NA, "
4317,23668,Gall bladder - MPATH diagnostic term,IMPC_HIS_061_001,"Gall bladder - MPATH diagnostic term NA, "
4318,23669,Gall bladder - Free text diagnostic term,IMPC_HIS_062_001,"Gall bladder - Free text diagnostic term NA, "
4319,23670,Gall bladder - MPATH process term,IMPC_HIS_063_001,"Gall bladder - MPATH process term NA, "
4320,23671,Gall bladder - Severity score,IMPC_HIS_064_001,"Gall bladder - Severity score NA, "
4321,23672,Gall bladder - Descriptor PATO,IMPC_HIS_065_001,"Gall bladder - Descriptor PATO NA, "
4322,23673,Gall bladder - Description,IMPC_HIS_066_001,"Gall bladder - Description NA, "
4323,23674,Stomach - MPATH diagnostic term,IMPC_HIS_067_001,"Stomach - MPATH diagnostic term NA, "
4324,23675,Stomach - Free text diagnostic term,IMPC_HIS_068_001,"Stomach - Free text diagnostic term NA, "
4325,23676,Stomach - MPATH process term,IMPC_HIS_069_001,"Stomach - MPATH process term NA, "
4326,23677,Stomach - Severity score,IMPC_HIS_070_001,"Stomach - Severity score NA, "
4327,23678,Stomach - Descriptor PATO,IMPC_HIS_071_001,"Stomach - Descriptor PATO NA, "
4328,23679,Stomach - Description,IMPC_HIS_072_001,"Stomach - Description NA, "
4329,23680,Small intestine - MPATH diagnostic term,IMPC_HIS_073_001,"Small intestine - MPATH diagnostic term NA, "
4330,23681,Small intestine - Free text diagnostic term,IMPC_HIS_074_001,"Small intestine - Free text diagnostic term NA, "
4331,23682,Small intestine - MPATH process term,IMPC_HIS_075_001,"Small intestine - MPATH process term NA, "
4332,23683,Small intestine - Severity score,IMPC_HIS_076_001,"Small intestine - Severity score NA, "
4333,23684,Small intestine - Descriptor PATO,IMPC_HIS_077_001,"Small intestine - Descriptor PATO NA, "
4334,23685,Small intestine - Description,IMPC_HIS_078_001,"Small intestine - Description NA, "
4335,23686,Large intestine - MPATH diagnostic term,IMPC_HIS_079_001,"Large intestine - MPATH diagnostic term NA, "
4336,23687,Large intestine - Free text diagnostic term,IMPC_HIS_080_001,"Large intestine - Free text diagnostic term NA, "
4337,23688,Large intestine - MPATH process term,IMPC_HIS_081_001,"Large intestine - MPATH process term NA, "
4338,23689,Large intestine - Severity score,IMPC_HIS_082_001,"Large intestine - Severity score NA, "
4339,23690,Large intestine - Descriptor PATO,IMPC_HIS_083_001,"Large intestine - Descriptor PATO NA, "
4340,23691,Large intestine - Description,IMPC_HIS_084_001,"Large intestine - Description NA, "
4341,23692,Pancreas - MPATH diagnostic term,IMPC_HIS_085_001,"Pancreas - MPATH diagnostic term NA, "
4342,23693,Pancreas - Free text diagnostic term,IMPC_HIS_086_001,"Pancreas - Free text diagnostic term NA, "
4343,23694,Pancreas - MPATH process term,IMPC_HIS_087_001,"Pancreas - MPATH process term NA, "
4344,23695,Pancreas - Severity score,IMPC_HIS_088_001,"Pancreas - Severity score NA, "
4345,23696,Pancreas - Descriptor PATO,IMPC_HIS_089_001,"Pancreas - Descriptor PATO NA, "
4346,23697,Pancreas - Description,IMPC_HIS_090_001,"Pancreas - Description NA, "
4347,23698,Spleen - MPATH diagnostic term,IMPC_HIS_091_001,"Spleen - MPATH diagnostic term NA, "
4348,23699,Spleen - Free text diagnostic term,IMPC_HIS_092_001,"Spleen - Free text diagnostic term NA, "
4349,23700,Spleen - MPATH process term,IMPC_HIS_093_001,"Spleen - MPATH process term NA, "
4350,23701,Spleen - Severity score,IMPC_HIS_094_001,"Spleen - Severity score NA, "
4351,23702,Spleen - Descriptor PATO,IMPC_HIS_095_001,"Spleen - Descriptor PATO NA, "
4352,23703,Spleen - Description,IMPC_HIS_096_001,"Spleen - Description NA, "
4353,23704,Kidney - MPATH diagnostic term,IMPC_HIS_097_001,"Kidney - MPATH diagnostic term NA, "
4354,23705,Kidney - Free text diagnostic term,IMPC_HIS_098_001,"Kidney - Free text diagnostic term NA, "
4355,23706,Kidney - MPATH process term,IMPC_HIS_099_001,"Kidney - MPATH process term NA, "
4356,23707,Kidney - Severity score,IMPC_HIS_100_001,"Kidney - Severity score NA, "
4357,23708,Kidney - Descriptor PATO,IMPC_HIS_101_001,"Kidney - Descriptor PATO NA, "
4358,23709,Kidney - Description,IMPC_HIS_102_001,"Kidney - Description NA, "
4359,23710,Adrenal gland - MPATH diagnostic term,IMPC_HIS_103_001,"Adrenal gland - MPATH diagnostic term NA, "
4360,23711,Adrenal gland - Free text diagnostic term,IMPC_HIS_104_001,"Adrenal gland - Free text diagnostic term NA, "
4361,23712,Adrenal gland - MPATH process term,IMPC_HIS_105_001,"Adrenal gland - MPATH process term NA, "
4362,23713,Adrenal gland - Severity score,IMPC_HIS_106_001,"Adrenal gland - Severity score NA, "
4363,23714,Adrenal gland - Descriptor PATO,IMPC_HIS_107_001,"Adrenal gland - Descriptor PATO NA, "
4364,23715,Adrenal gland - Description,IMPC_HIS_108_001,"Adrenal gland - Description NA, "
4365,23716,Mammary gland - MPATH diagnostic term,IMPC_HIS_109_001,"Mammary gland - MPATH diagnostic term NA, "
4366,23717,Mammary gland - Free text diagnostic term,IMPC_HIS_110_001,"Mammary gland - Free text diagnostic term NA, "
4367,23718,Mammary gland - MPATH process term,IMPC_HIS_111_001,"Mammary gland - MPATH process term NA, "
4368,23719,Mammary gland - Severity score,IMPC_HIS_112_001,"Mammary gland - Severity score NA, "
4369,23720,Mammary gland - Descriptor PATO,IMPC_HIS_113_001,"Mammary gland - Descriptor PATO NA, "
4370,23721,Mammary gland - Description,IMPC_HIS_114_001,"Mammary gland - Description NA, "
4371,23722,Lymph node - MPATH diagnostic term,IMPC_HIS_115_001,"Lymph node - MPATH diagnostic term NA, "
4372,23723,Lymph node - Free text diagnostic term,IMPC_HIS_116_001,"Lymph node - Free text diagnostic term NA, "
4373,23724,Lymph node - MPATH process term,IMPC_HIS_117_001,"Lymph node - MPATH process term NA, "
4374,23725,Lymph node - Severity score,IMPC_HIS_118_001,"Lymph node - Severity score NA, "
4375,23726,Lymph node - Descriptor PATO,IMPC_HIS_119_001,"Lymph node - Descriptor PATO NA, "
4376,23727,Lymph node - Description,IMPC_HIS_120_001,"Lymph node - Description NA, "
4377,23728,Skin - MPATH diagnostic term,IMPC_HIS_121_001,"Skin - MPATH diagnostic term NA, "
4378,23729,Skin - Free text diagnostic term,IMPC_HIS_122_001,"Skin - Free text diagnostic term NA, "
4379,23730,Skin - MPATH process term,IMPC_HIS_123_001,"Skin - MPATH process term NA, "
4380,23731,Skin - Severity score,IMPC_HIS_124_001,"Skin - Severity score NA, "
4381,23732,Skin - Descriptor PATO,IMPC_HIS_125_001,"Skin - Descriptor PATO NA, "
4382,23733,Skin - Description,IMPC_HIS_126_001,"Skin - Description NA, "
4383,23734,Skeletal muscle - MPATH diagnostic term,IMPC_HIS_127_001,"Skeletal muscle - MPATH diagnostic term NA, "
4384,23735,Skeletal muscle - Free text diagnostic term,IMPC_HIS_128_001,"Skeletal muscle - Free text diagnostic term NA, "
4385,23736,Skeletal muscle - MPATH process term,IMPC_HIS_129_001,"Skeletal muscle - MPATH process term NA, "
4386,23737,Skeletal muscle - Severity score,IMPC_HIS_130_001,"Skeletal muscle - Severity score NA, "
4387,23738,Skeletal muscle - Descriptor PATO,IMPC_HIS_131_001,"Skeletal muscle - Descriptor PATO NA, "
4388,23739,Skeletal muscle - Description,IMPC_HIS_132_001,"Skeletal muscle - Description NA, "
4389,23740,Urinary bladder - MPATH diagnostic term,IMPC_HIS_133_001,"Urinary bladder - MPATH diagnostic term NA, "
4390,23741,Urinary bladder - Free text diagnostic term,IMPC_HIS_134_001,"Urinary bladder - Free text diagnostic term NA, "
4391,23742,Urinary bladder - MPATH process term,IMPC_HIS_135_001,"Urinary bladder - MPATH process term NA, "
4392,23743,Urinary bladder - Severity score,IMPC_HIS_136_001,"Urinary bladder - Severity score NA, "
4393,23744,Urinary bladder - Descriptor PATO,IMPC_HIS_137_001,"Urinary bladder - Descriptor PATO NA, "
4394,23745,Urinary bladder - Description,IMPC_HIS_138_001,"Urinary bladder - Description NA, "
4395,23746,Testes - MPATH diagnostic term,IMPC_HIS_139_001,"Testes - MPATH diagnostic term NA, "
4396,23747,Testes - Free text diagnostic term,IMPC_HIS_140_001,"Testes - Free text diagnostic term NA, "
4397,23748,Testes - MPATH process term,IMPC_HIS_141_001,"Testes - MPATH process term NA, "
4398,23749,Testes - Severity score,IMPC_HIS_142_001,"Testes - Severity score NA, "
4399,23750,Testes - Descriptor PATO,IMPC_HIS_143_001,"Testes - Descriptor PATO NA, "
4400,23751,Testes - Description,IMPC_HIS_144_001,"Testes - Description NA, "
4401,23752,Epididymis - MPATH diagnostic term,IMPC_HIS_145_001,"Epididymis - MPATH diagnostic term NA, "
4402,23753,Epididymis - Free text diagnostic term,IMPC_HIS_146_001,"Epididymis - Free text diagnostic term NA, "
4403,23754,Epididymis - MPATH process term,IMPC_HIS_147_001,"Epididymis - MPATH process term NA, "
4404,23755,Epididymis - Severity score,IMPC_HIS_148_001,"Epididymis - Severity score NA, "
4405,23756,Epididymis - Descriptor PATO,IMPC_HIS_149_001,"Epididymis - Descriptor PATO NA, "
4406,23757,Epididymis - Description,IMPC_HIS_150_001,"Epididymis - Description NA, "
4407,23758,Prostate - MPATH diagnostic term,IMPC_HIS_151_001,"Prostate - MPATH diagnostic term NA, "
4408,23759,Prostate - Free text diagnostic term,IMPC_HIS_152_001,"Prostate - Free text diagnostic term NA, "
4409,23760,Prostate - MPATH process term,IMPC_HIS_153_001,"Prostate - MPATH process term NA, "
4410,23761,Prostate - Severity score,IMPC_HIS_154_001,"Prostate - Severity score NA, "
4411,23762,Prostate - Descriptor PATO,IMPC_HIS_155_001,"Prostate - Descriptor PATO NA, "
4412,23763,Prostate - Description,IMPC_HIS_156_001,"Prostate - Description NA, "
4413,23764,Seminal vesicle - MPATH diagnostic term,IMPC_HIS_157_001,"Seminal vesicle - MPATH diagnostic term NA, "
4414,23765,Seminal vesicle - Free text diagnostic term,IMPC_HIS_158_001,"Seminal vesicle - Free text diagnostic term NA, "
4415,23766,Seminal vesicle - MPATH process term,IMPC_HIS_159_001,"Seminal vesicle - MPATH process term NA, "
4416,23767,Seminal vesicle - Severity score,IMPC_HIS_160_001,"Seminal vesicle - Severity score NA, "
4417,23768,Seminal vesicle - Descriptor PATO,IMPC_HIS_161_001,"Seminal vesicle - Descriptor PATO NA, "
4418,23769,Seminal vesicle - Description,IMPC_HIS_162_001,"Seminal vesicle - Description NA, "
4419,23770,Ovary - MPATH diagnostic term,IMPC_HIS_163_001,"Ovary - MPATH diagnostic term NA, "
4420,23771,Ovary - Free text diagnostic term,IMPC_HIS_164_001,"Ovary - Free text diagnostic term NA, "
4421,23772,Ovary - MPATH process term,IMPC_HIS_165_001,"Ovary - MPATH process term NA, "
4422,23773,Ovary - Severity score,IMPC_HIS_166_001,"Ovary - Severity score NA, "
4423,23774,Ovary - Descriptor PATO,IMPC_HIS_167_001,"Ovary - Descriptor PATO NA, "
4424,23775,Ovary - Description,IMPC_HIS_168_001,"Ovary - Description NA, "
4425,23776,Uterus - MPATH diagnostic term,IMPC_HIS_169_001,"Uterus - MPATH diagnostic term NA, "
4426,23777,Uterus - Free text diagnostic term,IMPC_HIS_170_001,"Uterus - Free text diagnostic term NA, "
4427,23778,Uterus - MPATH process term,IMPC_HIS_171_001,"Uterus - MPATH process term NA, "
4428,23779,Uterus - Severity score,IMPC_HIS_172_001,"Uterus - Severity score NA, "
4429,23780,Uterus - Descriptor PATO,IMPC_HIS_173_001,"Uterus - Descriptor PATO NA, "
4430,23781,Uterus - Description,IMPC_HIS_174_001,"Uterus - Description NA, "
4431,23782,Stain,IMPC_HIS_175_001,"Stain , "
4432,23783,Section thickness,IMPC_HIS_176_001,"Section thickness , "
4433,23784,Images,IMPC_HIS_177_001,"Images , "
4434,23785,Severity maximum score,IMPC_HIS_178_001,"Severity maximum score , "
4435,23786,Brain - Significance score,IMPC_HIS_179_001,"Brain - Significance score NA, "
4436,23787,Eye with optic nerve - Significance score,IMPC_HIS_180_001,"Eye with optic nerve - Significance score NA, "
4437,23788,Spinal cord - Significance score,IMPC_HIS_181_001,"Spinal cord - Significance score NA, "
4438,23789,Thymus - Significance score,IMPC_HIS_182_001,"Thymus - Significance score NA, "
4439,23790,Thyroid - Significance score,IMPC_HIS_183_001,"Thyroid - Significance score NA, "
4440,23791,Heart - Significance score,IMPC_HIS_184_001,"Heart - Significance score NA, "
4441,23792,Trachea - Significance score,IMPC_HIS_185_001,"Trachea - Significance score NA, "
4442,23793,Esophagus - Significance score,IMPC_HIS_186_001,"Esophagus - Significance score NA, "
4443,23794,Lung - Significance score,IMPC_HIS_187_001,"Lung - Significance score NA, "
4444,23795,Liver - Significance score,IMPC_HIS_188_001,"Liver - Significance score NA, "
4445,23796,Gall bladder - Significance score,IMPC_HIS_189_001,"Gall bladder - Significance score NA, "
4446,23797,Stomach - Significance score,IMPC_HIS_190_001,"Stomach - Significance score NA, "
4447,23798,Small intestine - Significance score,IMPC_HIS_191_001,"Small intestine - Significance score NA, "
4448,23799,Large intestine - Significance score,IMPC_HIS_192_001,"Large intestine - Significance score NA, "
4449,23800,Pancreas - Significance score,IMPC_HIS_193_001,"Pancreas - Significance score NA, "
4450,23801,Spleen - Significance score,IMPC_HIS_194_001,"Spleen - Significance score NA, "
